Origin,Destination,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Price
Lahore,Chicago,9:00am - 12:02pm,2023-05-10,2023-05-15,37h 2m (2 stops),14h 45m in Dubai (DXB) - 2h 55m in Toronto (YYZ),Air Canada ,1776
Multan,Toronto,10:50am - 8:05am,2023-05-10,2023-05-15,30h 15m (1 stop),13h 10m in Dubai (DXB),Multiple airlines,1924
Multan,Toronto,3:00am - 8:05am,2023-05-10,2023-05-15,38h 5m (1 stop),20h 50m in Dubai (DXB),Multiple airlines,1924
Multan,Toronto,3:45am - 9:46am,2023-05-10,2023-05-15,39h 1m (2 stops),9h 50m in Doha (DOH) - 9h 20m in New York (JFK),Qatar Airways ,2148
Multan,Montreal,10:50am - 2:17pm,2023-05-10,2023-05-15,36h 27m (2 stops),13h 10m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Multiple airlines,2071
Multan,Montreal,10:50am - 6:17pm,2023-05-10,2023-05-15,40h 27m (2 stops),13h 10m in Dubai (DXB) - 8h 55m in Toronto (YYZ),Multiple airlines,2071
Multan,Montreal,3:00am - 2:17pm,2023-05-10,2023-05-15,44h 17m (2 stops),20h 50m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Multiple airlines,2071
Multan,Calgary,10:50am - 9:19am,2023-05-10,2023-05-15,57h 29m (2 stops),13h 10m in Dubai (DXB) - 22h 55m in Toronto (YYZ),Multiple airlines,1948
Multan,Calgary,3:00am - 8:51pm,2023-05-10,2023-05-15,52h 51m (3 stops),4h 35m in Dubai (DXB) - 1h 50m in Milan (MXP) - 22h 30m in New York (JFK),Emirates ,2012
Multan,Calgary,10:50am - 12:09pm,2023-05-10,2023-05-15,36h 19m (2 stops),13h 10m in Dubai (DXB) - 1h 45m in Toronto (YYZ),Multiple airlines,2098
Multan,Edmonton,3:00am - 3:45pm,2023-05-10,2023-05-15,47h 45m (2 stops),3h 45m in Dubai (DXB) - 21h 15m in Los Angeles (LAX),Multiple airlines ,2114
Multan,Edmonton,10:50am - 5:05pm,2023-05-10,2023-05-15,41h 15m (2 stops),13h 10m in Dubai (DXB) - 6h 45m in Toronto (YYZ),Multiple airlines,2124
Multan,Edmonton,10:50am - 6:45pm,2023-05-10,2023-05-15,42h 55m (2 stops),13h 10m in Dubai (DXB) - 8h 25m in Toronto (YYZ),Multiple airlines,2124
Multan,Ottawa,10:50am - 11:13am,2023-05-10,2023-05-15,33h 23m (2 stops),13h 10m in Dubai (DXB) - 2h 5m in Toronto (YYZ),Multiple airlines,1906
Multan,Ottawa,10:50am - 1:13pm,2023-05-10,2023-05-15,35h 23m (2 stops),13h 10m in Dubai (DXB) - 4h 5m in Toronto (YYZ),Multiple airlines,1906
Multan,Ottawa,10:50am - 4:13pm,2023-05-10,2023-05-15,38h 23m (2 stops),13h 10m in Dubai (DXB) - 7h 5m in Toronto (YYZ),Multiple airlines,1906
Multan,Halifax,10:50am - 4:25pm,2023-05-10,2023-05-15,37h 35m (2 stops),13h 10m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Multiple airlines,2001
Multan,Halifax,10:50am - 7:15pm,2023-05-10,2023-05-15,40h 25m (2 stops),13h 10m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Multiple airlines,2001
Multan,Halifax,10:50am - 9:30pm,2023-05-10,2023-05-15,42h 40m (2 stops),13h 10m in Dubai (DXB) - 10h 20m in Toronto (YYZ),Multiple airlines,2001
Multan,Quebec City,10:50am - 4:56pm,2023-05-10,2023-05-15,39h 6m (2 stops),13h 10m in Dubai (DXB) - 7h 25m in Toronto (YYZ),Multiple airlines ,1906
Multan,Quebec City,10:50am - 8:21pm,2023-05-10,2023-05-15,42h 31m (2 stops),13h 10m in Dubai (DXB) - 10h 50m in Toronto (YYZ),Multiple airlines ,1906
Multan,Quebec City,10:50am - 9:21pm,2023-05-10,2023-05-15,43h 31m (2 stops),13h 10m in Dubai (DXB) - 11h 50m in Toronto (YYZ),Multiple airlines ,1906
Multan,Winnipeg,10:50am - 11:40am,2023-05-10,2023-05-15,34h 50m (2 stops),13h 10m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Multiple airlines,1921
Multan,Winnipeg,3:00am - 11:40am,2023-05-10,2023-05-15,42h 40m (2 stops),20h 50m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Multiple airlines,1921
Multan,Winnipeg,10:50am - 8:45am,2023-05-10,2023-05-15,55h 55m (2 stops),13h 10m in Dubai (DXB) - 23h in Toronto (YYZ),Multiple airlines,1921
Multan,Riyadh,6:55am - 3:00pm,2023-05-10,2023-05-15,10h 5m (1 stop),5h 20m in Manama (BAH),Gulf Air,511
Multan,Riyadh,6:55am - 5:00pm,2023-05-10,2023-05-15,12h 5m (1 stop),7h 20m in Manama (BAH),Gulf Air,511
Multan,Riyadh,6:55am - 9:35pm,2023-05-10,2023-05-15,16h 40m (1 stop),11h 50m in Manama (BAH),Gulf Air,511
Multan,Dammam,6:55am - 10:30am,2023-05-10,2023-05-15,5h 35m (1 stop),1h 20m in Manama (BAH),Gulf Air,482
Multan,Dammam,6:55am - 6:20pm,2023-05-10,2023-05-15,13h 25m (1 stop),9h 20m in Manama (BAH),Gulf Air,482
Multan,Dammam,6:55am - 2:20am,2023-05-10,2023-05-15,21h 25m (1 stop),17h 10m in Manama (BAH),Gulf Air,482
Multan,Abu Dhabi,10:10am - 3:45am,2023-05-10,2023-05-15,18h 35m (2 stops),10h 55m in Karachi (KHI) - 1h 45m in Dubai (DXB),Flight + Bus,606
Multan,Abu Dhabi,10:10am - 5:15am,2023-05-10,2023-05-15,20h 5m (2 stops),10h 55m in Karachi (KHI) - 3h 15m in Dubai (DXB),Flight + Bus,606
Multan,Abu Dhabi,10:10am - 8:45am,2023-05-10,2023-05-15,23h 35m (2 stops),15h 10m in Karachi (KHI) - 2h 45m in Dubai (DXB),Flight + Bus,606
Multan,London,3:45am - 7:00am,2023-05-10,2023-05-15,31h 15m (1 stop),20h 15m in Doha (DOH),Qatar Airways,904
Multan,London,3:00am - 2:25pm,2023-05-10,2023-05-15,15h 25m (1 stop),4h 30m in Dubai (DXB),Emirates ,921
Multan,London,3:00am - 4:10pm,2023-05-10,2023-05-15,17h 10m (1 stop),6h 15m in Dubai (DXB),Emirates ,921
Multan,Manchester,6:55am - 7:15am,2023-05-10,2023-05-15,28h 20m (1 stop),17h 45m in Manama (BAH),Gulf Air,994
Multan,Manchester,10:10am - 7:45am,2023-05-10,2023-05-15,25h 35m (2 stops),10h 55m in Karachi (KHI) - 3h 15m in Dubai (DXB),Multiple airlines,1061
Multan,Manchester,10:10am - 7:45am,2023-05-10,2023-05-15,25h 35m (2 stops),5h in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines ,1061
Multan,New York,9:30am - 8:50am,2023-05-10,2023-05-15,32h 20m (2 stops),11h 35m in Karachi (KHI) - 3h 5m in Dubai (DXB),Multiple airlines,1554
Multan,New York,9:30am - 6:55pm,2023-05-10,2023-05-15,42h 25m (3 stops),11h 35m in Karachi (KHI) - 10h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1554
Multan,New York,9:30am - 6:55pm,2023-05-10,2023-05-15,42h 25m (3 stops),15h 50m in Karachi (KHI) - 6h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1554
Multan,Los Angeles,9:30am - 2:15pm,2023-05-10,2023-05-15,40h 45m (2 stops),15h 50m in Karachi (KHI) - 5h 10m in Dubai (DXB),Multiple airlines,1797
Multan,Los Angeles,9:30am - 2:15pm,2023-05-10,2023-05-15,40h 45m (2 stops),11h 35m in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines,1797
Multan,Los Angeles,10:50am - 10:59pm,2023-05-10,2023-05-15,48h 9m (2 stops),13h 10m in Dubai (DXB) - 12h 25m in Toronto (YYZ),Multiple airlines,1811
Multan,Chicago,11:10am - 8:40am,2023-05-10,2023-05-15,31h 30m (1 stop),13h 35m in Abu Dhabi (AUH),Etihad Airways ,1717
Multan,Chicago,10:50am - 12:02pm,2023-05-10,2023-05-15,35h 12m (2 stops),13h 10m in Dubai (DXB) - 2h 55m in Toronto (YYZ),Multiple airlines ,1796
Multan,Chicago,10:50am - 1:20pm,2023-05-10,2023-05-15,36h 30m (2 stops),13h 10m in Dubai (DXB) - 4h 25m in Toronto (YYZ),Multiple airlines ,1796
Peshawar,Toronto,9:00am - 9:30am,2023-05-10,2023-05-15,33h 30m (1 stop),16h 10m in Dubai (DXB),Emirates,1964
Peshawar,Toronto,3:55am - 9:46am,2023-05-10,2023-05-15,38h 51m (2 stops),9h 35m in Doha (DOH) - 9h 20m in New York (JFK),Qatar Airways ,2267
Peshawar,Toronto,3:55am - 11:51pm,2023-05-10,2023-05-15,52h 56m (2 stops),9h 35m in Doha (DOH) - 23h 20m in New York (JFK),Qatar Airways ,2309
Peshawar,Vancouver,3:55am - 3:39pm,2023-05-10,2023-05-15,23h 44m (2 stops),2h 15m in Doha (DOH) - 2h 10m in Seattle (SEA),Multiple airlines ,2017
Peshawar,Vancouver,3:55am - 5:04pm,2023-05-10,2023-05-15,25h 9m (2 stops),2h 15m in Doha (DOH) - 3h 35m in Seattle (SEA),Multiple airlines ,2017
Peshawar,Vancouver,3:55am - 7:34pm,2023-05-10,2023-05-15,27h 39m (2 stops),2h 15m in Doha (DOH) - 6h 5m in Seattle (SEA),Multiple airlines ,2017
Peshawar,Montreal,7:20am - 3:05pm,2023-05-10,2023-05-15,40h 45m (2 stops),14h 55m in Dubai (DXB) - 7h 30m in Paris (CDG),Multiple airlines,2205
Peshawar,Montreal,9:00am - 12:17pm,2023-05-10,2023-05-15,36h 17m (2 stops),16h 10m in Dubai (DXB) - 1h 30m in Toronto (YYZ),Emirates ,2233
Peshawar,Montreal,3:55am - 10:46pm,2023-05-10,2023-05-15,27h 51m (2 stops),2h 20m in Doha (DOH) - 5h 45m in Philadelphia (PHL),American Airlines ,2419
Peshawar,Calgary,7:35am - 1:25pm,2023-05-10,2023-05-15,40h 50m (3 stops),16h in Muscat (MCT) - 1h 25m in Kuwait City (KWI) - 2h 45m in Amsterdam (AMS),Multiple airlines,2032
Peshawar,Calgary,9:00am - 8:51pm,2023-05-10,2023-05-15,70h 51m (3 stops),22h 25m in Dubai (DXB) - 1h 50m in Milan (MXP) - 22h 30m in New York (JFK),Multiple airlines,2135
Peshawar,Calgary,9:00am - 11:08am,2023-05-10,2023-05-15,61h 8m (2 stops),22h 15m in Dubai (DXB) - 15h 10m in Houston (IAH),Multiple airlines,2140
Peshawar,Edmonton,7:35am - 3:20pm,2023-05-10,2023-05-15,42h 45m (3 stops),16h in Muscat (MCT) - 1h 25m in Kuwait City (KWI) - 4h 45m in Amsterdam (AMS),Multiple airlines,2099
Peshawar,Edmonton,9:00am - 2:51pm,2023-05-10,2023-05-15,64h 51m (2 stops),22h 35m in Dubai (DXB) - 22h 40m in Seattle (SEA),Multiple airlines ,2318
Peshawar,Edmonton,9:00am - 3:45pm,2023-05-10,2023-05-15,65h 45m (2 stops),21h 35m in Dubai (DXB) - 21h 15m in Los Angeles (LAX),Multiple airlines,2319
Peshawar,Ottawa,9:00am - 1:13pm,2023-05-10,2023-05-15,37h 13m (2 stops),16h 10m in Dubai (DXB) - 2h 40m in Toronto (YYZ),Emirates ,2200
Peshawar,Ottawa,9:00am - 4:45pm,2023-05-10,2023-05-15,40h 45m (2 stops),16h 10m in Dubai (DXB) - 6h 20m in Toronto (YYZ),Multiple airlines,2269
Peshawar,Ottawa,9:00am - 9:20pm,2023-05-10,2023-05-15,45h 20m (2 stops),22h 35m in Dubai (DXB) - 2h 30m in Chicago (ORD),Multiple airlines ,2406
Peshawar,Halifax,9:00am - 3:40pm,2023-05-10,2023-05-15,38h 40m (2 stops),14h 35m in Dubai (DXB) - 3h 50m in Newark (EWR),Multiple airlines ,3187
Peshawar,Halifax,3:55am - 10:41pm,2023-05-10,2023-05-15,26h 46m (2 stops),2h 5m in Doha (DOH) - 6h in Montreal (YUL),Multiple airlines ,3347
Peshawar,Halifax,3:55am - 1:31pm,2023-05-10,2023-05-15,41h 36m (2 stops),2h 5m in Doha (DOH) - 20h 50m in Montreal (YUL),Multiple airlines ,3347
Peshawar,Quebec City,9:00am - 4:56pm,2023-05-10,2023-05-15,40h 56m (2 stops),16h 10m in Dubai (DXB) - 6h in Toronto (YYZ),Emirates ,2680
Peshawar,Quebec City,9:00am - 11:14pm,2023-05-10,2023-05-15,47h 14m (2 stops),14h 35m in Dubai (DXB) - 12h 44m in Newark (EWR),Multiple airlines ,3104
Peshawar,Quebec City,3:55am - 6:41pm,2023-05-10,2023-05-15,23h 46m (2 stops),2h 5m in Doha (DOH) - 3h 40m in Montreal (YUL),Multiple airlines ,4264
Peshawar,Winnipeg,9:00am - 2:36pm,2023-05-10,2023-05-15,39h 36m (2 stops),16h 10m in Dubai (DXB) - 3h 30m in Toronto (YYZ),Emirates ,2947
Peshawar,Winnipeg,9:00am - 4:05pm,2023-05-10,2023-05-15,41h 5m (2 stops),16h 10m in Dubai (DXB) - 5h in Toronto (YYZ),Multiple airlines,2947
Peshawar,Winnipeg,9:00am - 7:10pm,2023-05-10,2023-05-15,44h 10m (2 stops),16h 10m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Multiple airlines,2947
Peshawar,Riyadh,11:45am - 6:50pm,2023-05-10,2023-05-15,9h 5m (1 stop),2h in Jeddah (JED),Saudi Arabian Airlines,478
Peshawar,Riyadh,11:45am - 7:50pm,2023-05-10,2023-05-15,10h 5m (1 stop),3h in Jeddah (JED),Saudi Arabian Airlines,478
Peshawar,Riyadh,11:45am - 8:50pm,2023-05-10,2023-05-15,11h 5m (1 stop),4h in Jeddah (JED),Saudi Arabian Airlines,478
Peshawar,Jeddah,9:00am - 6:00pm,2023-05-10,2023-05-15,11h 0m (1 stop),4h 40m in Dubai (DXB),Emirates,538
Peshawar,Jeddah,9:00am - 2:10am,2023-05-10,2023-05-15,19h 10m (1 stop),13h in Dubai (DXB),Emirates,538
Peshawar,Jeddah,9:00am - 8:45am,2023-05-10,2023-05-15,25h 45m (1 stop),19h 35m in Dubai (DXB),Emirates,538
Peshawar,Dammam,11:45am - 7:10pm,2023-05-10,2023-05-15,9h 25m (1 stop),2h in Jeddah (JED),Saudi Arabian Airlines,590
Peshawar,Dammam,11:45am - 9:00pm,2023-05-10,2023-05-15,11h 15m (1 stop),4h in Jeddah (JED),Saudi Arabian Airlines,590
Peshawar,Dammam,11:45am - 11:10pm,2023-05-10,2023-05-15,13h 25m (1 stop),6h in Jeddah (JED),Saudi Arabian Airlines,590
Peshawar,Abu Dhabi,9:00am - 5:15pm,2023-05-10,2023-05-15,9h 15m (1 stop),3h 40m in Dubai (DXB),Flight + Bus,334
Peshawar,Abu Dhabi,9:00am - 1:15am,2023-05-10,2023-05-15,17h 15m (1 stop),11h 40m in Dubai (DXB),Flight + Bus,334
Peshawar,Abu Dhabi,9:00am - 3:45am,2023-05-10,2023-05-15,19h 45m (1 stop),14h 10m in Dubai (DXB),Flight + Bus,334
Peshawar,London,9:00am - 8:15pm,2023-05-10,2023-05-15,15h 15m (1 stop),4h 25m in Dubai (DXB),Emirates,915
Peshawar,London,9:00am - 2:25pm,2023-05-10,2023-05-15,33h 25m (1 stop),22h 20m in Dubai (DXB),Emirates,915
Peshawar,London,9:00am - 6:40pm,2023-05-10,2023-05-15,13h 40m (1 stop),2h 55m in Dubai (DXB),Emirates,955
Peshawar,Manchester,9:00am - 7:15pm,2023-05-10,2023-05-15,14h 15m (1 stop),3h 10m in Dubai (DXB),Emirates,763
Peshawar,Manchester,9:00am - 7:45am,2023-05-10,2023-05-15,26h 45m (1 stop),15h 40m in Dubai (DXB),Emirates,763
Peshawar,Manchester,9:00am - 12:00pm,2023-05-10,2023-05-15,31h 0m (1 stop),20h 5m in Dubai (DXB),Emirates,790
Peshawar,Los Angeles,11:45am - 12:15pm,2023-05-10,2023-05-15,60h 30m (2 stops),15h in Jeddah (JED) - 22h 20m in Istanbul (IST),Multiple airlines,1498
Peshawar,Los Angeles,11:45am - 3:00pm,2023-05-10,2023-05-15,39h 15m (1 stop),17h 45m in Jeddah (JED),Saudi Arabian Airlines,1546
Peshawar,Los Angeles,11:45am - 4:55pm,2023-05-10,2023-05-15,41h 10m (2 stops),15h in Jeddah (JED) - 3h 20m in Istanbul (IST),Multiple airlines,1615
Peshawar,Chicago,11:45am - 9:55am,2023-05-10,2023-05-15,56h 10m (2 stops),20h 45m in Jeddah (JED) - 15h in Istanbul (IST),Multiple airlines,1482
Peshawar,Chicago,11:45am - 9:55am,2023-05-10,2023-05-15,32h 10m (2 stops),10h 35m in Jeddah (JED) - 1h 20m in Istanbul (IST),Multiple airlines,1526
Peshawar,Chicago,11:45am - 5:50pm,2023-05-10,2023-05-15,40h 5m (2 stops),10h 35m in Jeddah (JED) - 9h in Istanbul (IST),Multiple airlines,1562
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-15,29h 10m (2 stops),7h 50m in Karachi (KHI) - 3h 45m in Dubai (DXB),Multiple airlines,2112
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-15,53h 10m (2 stops),12h 5m in Karachi (KHI) - 23h 45m in Dubai (DXB),Multiple airlines,2112
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-15,53h 10m (2 stops),21h 35m in Karachi (KHI) - 14h 10m in Dubai (DXB),Multiple airlines,2112
Quetta,Riyadh,1:20pm - 2:25am,2023-05-10,2023-05-15,15h 5m (2 stops),7h 50m in Karachi (KHI) - 1h 40m in Dubai (DXB),Multiple airlines,668
Quetta,Riyadh,1:20pm - 2:25am,2023-05-10,2023-05-15,15h 5m (2 stops),1h 55m in Karachi (KHI) - 7h 35m in Dubai (DXB),Multiple airlines ,668
Quetta,Riyadh,1:20pm - 8:05am,2023-05-10,2023-05-15,20h 45m (2 stops),7h 50m in Karachi (KHI) - 7h 25m in Dubai (DXB),Multiple airlines,668
Quetta,Jeddah,6:05pm - 3:45am,2023-05-10,2023-05-15,11h 40m (1 stop),5h 10m in Islamabad (ISB),Pakistan International Airlines,580
Quetta,Jeddah,6:05pm - 8:10pm,2023-05-10,2023-05-15,28h 5m (1 stop),21h 35m in Islamabad (ISB),Pakistan International Airlines,580
Quetta,Jeddah,1:20pm - 2:10am,2023-05-10,2023-05-15,14h 50m (2 stops),1h 55m in Karachi (KHI) - 6h 30m in Dubai (DXB),Multiple airlines ,632
Quetta,Dammam,6:05pm - 12:35pm,2023-05-10,2023-05-15,20h 30m (1 stop),15h 20m in Islamabad (ISB),Pakistan International Airlines,592
Quetta,Dammam,1:20pm - 9:20pm,2023-05-10,2023-05-15,10h 0m (2 stops),1h 55m in Karachi (KHI) - 3h in Dubai (DXB),Multiple airlines ,657
Quetta,Dammam,1:20pm - 8:00am,2023-05-10,2023-05-15,20h 40m (2 stops),7h 50m in Karachi (KHI) - 7h 55m in Dubai (DXB),Multiple airlines,657
Quetta,Dubai,1:20pm - 3:15pm,2023-05-10,2023-05-15,26h 55m (1 stop),23h 15m in Karachi (KHI),Pakistan International Airlines,410
Quetta,Dubai,6:05pm - 6:00pm,2023-05-10,2023-05-15,24h 55m (1 stop),20h in Islamabad (ISB),Pakistan International Airlines,524
Quetta,Dubai,1:20pm - 11:45pm,2023-05-10,2023-05-15,11h 25m (1 stop),7h 50m in Karachi (KHI),Multiple airlines,526
Quetta,Abu Dhabi,1:20pm - 3:45am,2023-05-10,2023-05-15,15h 25m (2 stops),7h 50m in Karachi (KHI) - 1h 45m in Dubai (DXB),Flight + Bus,526
Quetta,Abu Dhabi,1:20pm - 5:15am,2023-05-10,2023-05-15,16h 55m (2 stops),7h 50m in Karachi (KHI) - 3h 15m in Dubai (DXB),Flight + Bus,526
Quetta,Abu Dhabi,1:20pm - 8:45am,2023-05-10,2023-05-15,20h 25m (2 stops),12h 5m in Karachi (KHI) - 2h 45m in Dubai (DXB),Flight + Bus,526
Quetta,London,1:20pm - 4:10pm,2023-05-10,2023-05-15,30h 50m (2 stops),1h 55m in Karachi (KHI) - 17h 35m in Dubai (DXB),Multiple airlines ,998
Quetta,London,1:20pm - 4:10pm,2023-05-10,2023-05-15,30h 50m (2 stops),7h 50m in Karachi (KHI) - 11h 40m in Dubai (DXB),Multiple airlines,998
Quetta,London,1:20pm - 4:10pm,2023-05-10,2023-05-15,30h 50m (2 stops),12h 5m in Karachi (KHI) - 7h 40m in Dubai (DXB),Multiple airlines,998
Quetta,Manchester,1:20pm - 7:45am,2023-05-10,2023-05-15,22h 25m (2 stops),1h 55m in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines ,1003
Quetta,Manchester,1:20pm - 7:45am,2023-05-10,2023-05-15,22h 25m (2 stops),7h 50m in Karachi (KHI) - 3h 15m in Dubai (DXB),Multiple airlines,1003
Quetta,Manchester,1:20pm - 7:15pm,2023-05-10,2023-05-15,33h 55m (2 stops),21h 35m in Karachi (KHI) - 1h 10m in Dubai (DXB),Multiple airlines,1003
Quetta,New York,1:20pm - 8:50am,2023-05-10,2023-05-15,28h 30m (2 stops),7h 50m in Karachi (KHI) - 3h 5m in Dubai (DXB),Multiple airlines,1552
Quetta,New York,1:20pm - 6:55pm,2023-05-10,2023-05-15,38h 35m (3 stops),12h 5m in Karachi (KHI) - 6h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1552
Quetta,New York,1:20pm - 6:55pm,2023-05-10,2023-05-15,38h 35m (3 stops),7h 50m in Karachi (KHI) - 10h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1552
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-15,36h 55m (2 stops),7h 50m in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines,1795
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-15,36h 55m (2 stops),12h 5m in Karachi (KHI) - 5h 10m in Dubai (DXB),Multiple airlines,1795
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-15,60h 55m (2 stops),21h 35m in Karachi (KHI) - 19h 35m in Dubai (DXB),Multiple airlines,1795
Quetta,Chicago,1:20pm - 8:40am,2023-05-10,2023-05-15,53h 20m (2 stops),13h 20m in Karachi (KHI) - 21h 40m in Abu Dhabi (AUH),Multiple airlines,1792
Quetta,Chicago,6:05pm - 8:40am,2023-05-10,2023-05-15,48h 35m (2 stops),9h in Islamabad (ISB) - 20h in Abu Dhabi (AUH),Multiple airlines,1802
Quetta,Chicago,1:20pm - 8:40am,2023-05-10,2023-05-15,29h 20m (2 stops),4h in Karachi (KHI) - 7h in Abu Dhabi (AUH),Multiple airlines,2087
Islamabad,Toronto,8:30am - 11:14pm,2023-05-10,2023-05-16,23h 44m (2 stops),2h 5m in London (LHR) - 2h 21m in Chicago (ORD),British Airways ,1748
Islamabad,Toronto,8:30am - 11:51pm,2023-05-10,2023-05-16,24h 21m (2 stops),2h 50m in London (LHR) - 2h 30m in New York (JFK),British Airways ,1748
Islamabad,Toronto,8:30am - 11:14pm,2023-05-10,2023-05-16,47h 44m (2 stops),21h 5m in London (LHR) - 7h 21m in Chicago (ORD),British Airways ,1748
Islamabad,Vancouver,9:20am - 6:06pm,2023-05-10,2023-05-16,44h 46m (2 stops),14h 25m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Air Canada ,1942
Islamabad,Vancouver,9:20am - 12:26pm,2023-05-10,2023-05-16,39h 6m (2 stops),14h 25m in Dubai (DXB) - 2h 10m in Toronto (YYZ),Air Canada ,2082
Islamabad,Vancouver,9:20am - 3:15pm,2023-05-10,2023-05-16,41h 55m (2 stops),14h 25m in Dubai (DXB) - 5h in Toronto (YYZ),Air Canada ,2082
Islamabad,Montreal,1:55pm - 3:05pm,2023-05-10,2023-05-16,34h 10m (2 stops),8h 10m in Dubai (DXB) - 7h 30m in Paris (CDG),Multiple airlines,2205
Islamabad,Montreal,1:10am - 3:05pm,2023-05-10,2023-05-16,46h 55m (2 stops),20h 55m in Dubai (DXB) - 7h 30m in Paris (CDG),Multiple airlines,2205
Islamabad,Montreal,9:20am - 12:17pm,2023-05-10,2023-05-16,35h 57m (2 stops),15h 55m in Dubai (DXB) - 1h 30m in Toronto (YYZ),Emirates ,2244
Islamabad,Calgary,9:20am - 9:19am,2023-05-10,2023-05-16,58h 59m (2 stops),14h 25m in Dubai (DXB) - 22h 55m in Toronto (YYZ),Air Canada ,1954
Islamabad,Calgary,9:20am - 12:09pm,2023-05-10,2023-05-16,37h 49m (2 stops),14h 25m in Dubai (DXB) - 1h 45m in Toronto (YYZ),Air Canada ,2104
Islamabad,Calgary,9:20am - 3:24pm,2023-05-10,2023-05-16,41h 4m (2 stops),14h 25m in Dubai (DXB) - 5h 5m in Toronto (YYZ),Air Canada ,2104
Islamabad,Edmonton,9:20am - 5:05pm,2023-05-10,2023-05-16,42h 45m (2 stops),14h 25m in Dubai (DXB) - 6h 45m in Toronto (YYZ),Air Canada ,2104
Islamabad,Edmonton,9:20am - 6:45pm,2023-05-10,2023-05-16,44h 25m (2 stops),14h 25m in Dubai (DXB) - 8h 25m in Toronto (YYZ),Air Canada ,2104
Islamabad,Edmonton,9:20am - 10:00pm,2023-05-10,2023-05-16,47h 40m (2 stops),14h 25m in Dubai (DXB) - 11h 40m in Toronto (YYZ),Air Canada ,2104
Islamabad,Ottawa,9:20am - 11:13am,2023-05-10,2023-05-16,34h 53m (2 stops),14h 25m in Dubai (DXB) - 2h 5m in Toronto (YYZ),Air Canada ,1931
Islamabad,Ottawa,9:20am - 1:13pm,2023-05-10,2023-05-16,36h 53m (2 stops),14h 25m in Dubai (DXB) - 4h 5m in Toronto (YYZ),Air Canada ,1931
Islamabad,Ottawa,9:20am - 4:13pm,2023-05-10,2023-05-16,39h 53m (2 stops),14h 25m in Dubai (DXB) - 7h 5m in Toronto (YYZ),Air Canada ,1931
Islamabad,Halifax,9:20am - 4:25pm,2023-05-10,2023-05-16,39h 5m (2 stops),14h 25m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Air Canada ,2031
Islamabad,Halifax,9:20am - 7:15pm,2023-05-10,2023-05-16,41h 55m (2 stops),14h 25m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Air Canada ,2031
Islamabad,Halifax,9:20am - 9:30pm,2023-05-10,2023-05-16,44h 10m (2 stops),14h 25m in Dubai (DXB) - 10h 20m in Toronto (YYZ),Air Canada ,2031
Islamabad,Quebec City,9:20am - 4:56pm,2023-05-10,2023-05-16,40h 36m (2 stops),14h 25m in Dubai (DXB) - 7h 25m in Toronto (YYZ),Air Canada ,1931
Islamabad,Quebec City,9:20am - 8:21pm,2023-05-10,2023-05-16,44h 1m (2 stops),14h 25m in Dubai (DXB) - 10h 50m in Toronto (YYZ),Air Canada ,1931
Islamabad,Quebec City,9:20am - 9:21pm,2023-05-10,2023-05-16,45h 1m (2 stops),14h 25m in Dubai (DXB) - 11h 50m in Toronto (YYZ),Air Canada ,1931
Islamabad,Winnipeg,9:20am - 11:40am,2023-05-10,2023-05-16,36h 20m (2 stops),14h 25m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Air Canada ,1927
Islamabad,Winnipeg,9:20am - 8:45am,2023-05-10,2023-05-16,57h 25m (2 stops),14h 25m in Dubai (DXB) - 23h in Toronto (YYZ),Air Canada ,1927
Islamabad,Winnipeg,9:20am - 2:36pm,2023-05-10,2023-05-16,39h 16m (2 stops),14h 25m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Air Canada ,2142
Islamabad,Riyadh,7:30pm - 9:45pm,2023-05-10,2023-05-16,28h 15m (1 stop),23h 5m in Abu Dhabi (AUH),Etihad Airways,450
